MeSH Disease Term	MeSH Disease Term.1	similarity_score	shared_genes	shared_symptoms	repurposing_score
Inflammation	Uterine Neoplasms	0.401177241491935	0	2	0.12682454190162573
Leukemia, Lymphoid	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	0.4011740813916938	0	2	0.12682182995189561
Peritonitis	Gastrinoma	0.3545477596424291	0	4	0.1268078332325963
Sepsis	Carcinoma, Hepatocellular	0.3778470500894873	0	3	0.1268029282032883
Primary Ovarian Insufficiency	Acrocallosal Syndrome	0.3778456290397926	0	3	0.12680170868015866
Fatty Liver	Bone Resorption	0.3545274258392106	0	4	0.12679038307344265
Pregnancy Complications	Psoriasis	0.3778268541797724	0	3	0.1267855963822319
Sarcoidosis	Uveitis	0.4011129591352252	0	2	0.12676937576554648
Lung Diseases	Carcinoma, Squamous Cell	0.4011060786678817	0	2	0.12676347105362884
Autistic Disorder	Lesch-Nyhan Syndrome	0.4010914488579893	0	2	0.1267509159743715
Endometrial Neoplasms	Uterine Cervical Neoplasms	0.3311707267593968	0	5	0.12674602089151546
Amyotrophic Lateral Sclerosis	Glycogen Storage Disease	0.3777762718820222	0	3	0.12674218742736912
Hodgkin Disease	Porokeratosis	0.4243761052808283	0	1	0.12673345224913532
Microphthalmos	Rett Syndrome	0.4010678309278397	0	2	0.12673064742767798
Brucellosis	Hematologic Diseases	0.40104613510475	0	2	0.12671202840388704
Carbohydrate Metabolism, Inborn Errors	Purine-Pyrimidine Metabolism, Inborn Errors	0.4010291123526739	0	2	0.12669741973821982
Drug-Induced Liver Injury	Liver Diseases, Alcoholic	0.354401147705878	0	4	0.12668201310936822
Pierre Robin Syndrome	Genetic Diseases, X-Linked	0.4010026795519351	0	2	0.12667473551260724
Rubinstein-Taybi Syndrome	Maxillofacial Abnormalities	0.4243050124385426	0	1	0.12667244145842177
Carcinoma	Hematologic Neoplasms	0.3543792013647738	0	4	0.126663179094846
Parkinsonian Disorders	Dystonic Disorders	0.3776826534200223	0	3	0.12666184549408355
Brain Ischemia	Atrophy	0.4009788555964689	0	2	0.12665429015813578
Bacteremia	Eosinophilia	0.3776661425605373	0	3	0.12664767612681466
Cerebral Hemorrhage	Cerebral Amyloid Angiopathy	0.4009346800719042	0	2	0.12661637939810388
Osteogenesis Imperfecta	Hypertelorism	0.3543228783599474	0	4	0.1266148435529076
Acquired Immunodeficiency Syndrome	Lymphoma, Large B-Cell, Diffuse	0.3776187033303173	0	3	0.12660696450446968
Hypersensitivity	Candidiasis, Vulvovaginal	0.4009206146907098	0	2	0.12660430870292885
Obsessive-Compulsive Disorder	Anorexia Nervosa	0.3776151896288794	0	3	0.12660394909959682
Precursor Cell Lymphoblastic Leukemia-Lymphoma	Anemia, Iron-Deficiency	0.4242139880860367	0	1	0.12659432575025736
Optic Nerve Diseases	Corneal Diseases	0.3542878021454481	0	4	0.126584741681706
Leukemia, Lymphoid	Staphylococcal Skin Infections	0.4008962306668359	0	2	0.1265833827063096
Multiple Sclerosis	Movement Disorders	0.4008913295003742	0	2	0.12657917660015838
Thyroid Neoplasms	Protein-Losing Enteropathies	0.4008875536774712	0	2	0.1265759362466502
Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Pancytopenia	0.4008747327189934	0	2	0.1265649334960316
Carcinoma, Hepatocellular	Carcinoma, Transitional Cell	0.3542610644578095	0	4	0.12656179580681576
Kidney Neoplasms	Drug Hypersensitivity	0.400862370290221	0	2	0.12655432424859833
Carcinoma, Non-Small-Cell Lung	Gram-Negative Bacterial Infections	0.4008600721576492	0	2	0.12655235202634835
Nails, Malformed	WAGR Syndrome	0.4241539454895376	0	1	0.12654279811159322
Nephritis, Interstitial	Graft vs Host Disease	0.4008250031244791	0	2	0.12652225631805375
Cryptorchidism	Metal Metabolism, Inborn Errors	0.4241178077465977	0	1	0.12651178525290757
Ehlers-Danlos Syndrome	Aneurysm	0.4008107232948643	0	2	0.1265100015865218
Melanoma	Anemia	0.3775026446428388	0	3	0.12650736471264
Infertility, Male	Carcinoma in Situ	0.4007993443095346	0	2	0.12650023631522078
Arthritis, Rheumatoid	Glomerulonephritis, Membranoproliferative	0.4007779222910836	0	2	0.1264818522663861
Bone Diseases, Developmental	Muscular Dystrophies	0.4240791443136063	0	1	0.1264786048856208
Autistic Disorder	Hypospadias	0.4007492733720775	0	2	0.12645726620194622
Myasthenia Gravis	Burkitt Lymphoma	0.4007256978982203	0	2	0.12643703409059398
Burns	Scleroderma, Localized	0.4006832581146785	0	2	0.12640061291698002
Hypercholesterolemia	Amenorrhea	0.3773766340159167	0	3	0.12639922431847872
Osteoporosis	Kidney Neoplasms	0.3773601160144115	0	3	0.12638504882203716
Esophageal Neoplasms	Breast Neoplasms, Male	0.3540396411984934	0	4	0.12637177374975758
Vertebral Artery Dissection	Sinus Thrombosis, Intracranial	0.3773312357401915	0	3	0.12636026421208862
Hypophosphatemia, Familial	Metal Metabolism, Inborn Errors	0.3773107779527883	0	3	0.1263427076516025
Carcinoma, Non-Small-Cell Lung	Soft Tissue Neoplasms	0.4006109836942589	0	2	0.12633858811397045
Hypersensitivity	Bronchiolitis Obliterans	0.4006044581815914	0	2	0.12633298801873083
Bone Diseases, Developmental	Cleft Palate	0.3539929174341505	0	4	0.1263316761292937
Osteosarcoma	Leukopenia	0.353984078124743	0	4	0.1263240903690543
Myotonic Dystrophy	Myopathies, Structural, Congenital	0.330678748050736	0	5	0.12632381228282055
Precursor Cell Lymphoblastic Leukemia-Lymphoma	Heroin Dependence	0.4005918935878487	0	2	0.1263222052764098
Hypercalcemia	Chromosome Breakage	0.423876189947219	0	1	0.12630443255020773
Hodgkin Disease	Pelger-Huet Anomaly	0.4005689285889093	0	2	0.1263024970653019
Nasopharyngeal Neoplasms	Retinitis Pigmentosa	0.3772562959311574	0	3	0.12629595201330612
Cardiomyopathies	Lung Diseases, Obstructive	0.3772410103973888	0	3	0.1262828342018399
Arachnoid Cysts	Sarcoma, Ewing's	0.4005442682839825	0	2	0.1262813339685055
Hodgkin Disease	Pneumonia	0.4005377513177501	0	2	0.1262757412076859
Liposarcoma	Pulmonary Embolism	0.4005375522571205	0	2	0.12627557037689588
Carcinoma	Ovarian Diseases	0.3539261374634287	0	4	0.1262743665790412
Anemia, Iron-Deficiency	Hernia, Diaphragmatic	0.3772170426680914	0	3	0.12626226546286384
Osteoarthritis	Lupus Erythematosus, Cutaneous	0.4005059437253837	0	2	0.12624844441804328
Hypothyroidism	Diabetes Mellitus	0.3771799242149325	0	3	0.1262304109736568
Thrombocytosis	Autoimmune Lymphoproliferative Syndrome	0.4004675999257573	0	2	0.12621553835522525
Insulin Resistance	Amenorrhea	0.3305506687449263	0	5	0.12621389658005422
Heart Failure	Lymphangioleiomyomatosis	0.4004558247444629	0	2	0.12620543307460247
Cataract	Lacrimal Duct Obstruction	0.4237561450251778	0	1	0.1262014118327993
Fanconi Anemia	Nails, Malformed	0.4237548054524419	0	1	0.12620026223195047
Histiocytoma	Carcinoma, Adenoid Cystic	0.4004452155036306	0	2	0.12619632838626482
Entamoebiasis	Anemia, Iron-Deficiency	0.4004444237601081	0	2	0.12619564892407428
Dental Enamel Hypoplasia	Rubinstein-Taybi Syndrome	0.4237416063004967	0	1	0.12618893492147826
Adenoma	Polycystic Ovary Syndrome	0.3771285462177948	0	3	0.1261863191617406
Vaginal Diseases	Urogenital Abnormalities	0.353769348887918	0	4	0.126139813019791
Liver Neoplasms	Neoplasm Metastasis	0.3770396677888568	0	3	0.12611004505238524
Alzheimer Disease	Hyperhomocysteinemia	0.4236475644656484	0	1	0.12610822965608476
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	Sarcoma, Ewing's	0.3770266506967595	0	3	0.126098873982892
Osteosarcoma	Fractures, Closed	0.423611164736938	0	1	0.12607699196521494
Digestive System Abnormalities	Anus, Imperforate	0.4236048428200261	0	1	0.12607156659274113
Hearing Loss, Sensorineural	Osteitis Deformans	0.3303842021465727	0	5	0.12607103748951276
Hypertension, Renal	Kidney Neoplasms	0.3769861535276596	0	3	0.12606411993130245
Telangiectasia, Hereditary Hemorrhagic	Hemorrhage	0.4002668123754433	0	2	0.12604322554825015
Carcinoma, Basal Cell	Xanthomatosis	0.4002207205242005	0	2	0.12600367022595096
Liver Cirrhosis	Hypercholesterolemia	0.4001975354930249	0	2	0.12598377318654078
Testicular Neoplasms	Uterine Cervical Neoplasms	0.4001790386581749	0	2	0.12596789948556592
Darier Disease	Gingival Hyperplasia	0.3535629171273358	0	4	0.1259626564378261
Kidney Failure, Chronic	Bone Resorption	0.3768401348787658	0	3	0.12593880895847442
Hypertension	Venous Thrombosis	0.3768355076831944	0	3	0.12593483796995406
Amenorrhea	Gonadal Dysgenesis	0.376834057342765	0	3	0.12593359330996357
Burns	Arthritis, Juvenile Rheumatoid	0.4001179749880191	0	2	0.12591549557709503
Neurocutaneous Syndromes	Congenital Abnormalities	0.3768128141542571	0	3	0.12591536273025297
Bone Diseases	Hypothyroidism	0.3768030713116467	0	3	0.1259070015716279
Diabetes Mellitus	Nesidioblastosis	0.4234018794950511	0	1	0.12589738656920507
Hypercalcemia	Klinefelter Syndrome	0.4233989414243559	0	1	0.12589486516183798
Venous Thrombosis	Wounds, Penetrating	0.4000887031793585	0	2	0.12589037495827352
Glomerulonephritis	Graft vs Host Disease	0.3534773353003552	0	4	0.12588921142188747
Carcinoma, Transitional Cell	Neoplasm Metastasis	0.4000711783491129	0	2	0.12587533541679463
Cardiomyopathies	Lung Diseases, Interstitial	0.4000459464548831	0	2	0.1258536817907943
Noonan Syndrome	Hand Deformities	0.3767406294511932	0	3	0.12585341492130686
Cushing Syndrome	Hyperlipoproteinemia Type II	0.4000394409429835	0	2	0.12584809885990797
Esophageal Neoplasms	Head and Neck Neoplasms	0.4000314055726957	0	2	0.12584120302793428
Heart Defects, Congenital	Polycythemia	0.3767242468106385	0	3	0.1258393555895643
Hypothyroidism	Ectodermal Dysplasia	0.3999948888054315	0	2	0.1258098648963663
Oral Ulcer	Mandibular Diseases	0.3999899064391796	0	2	0.12580558910579615
Carcinoid Tumor	Gastrointestinal Stromal Tumors	0.3766841783472661	0	3	0.12580496944667804
Spastic Paraplegia, Hereditary	Arthrogryposis	0.376671765796736	0	3	0.12579431718551837
Lupus Erythematosus, Systemic	Schistosomiasis mansoni	0.3999729866708053	0	2	0.12579106881916785
Sarcoma, Kaposi	Kidney Neoplasms	0.3999517105459029	0	2	0.12577280997394688
Fractures, Bone	Warts	0.3999196117567035	0	2	0.12574526328363267
Hair Diseases	Photosensitivity Disorders	0.3766010635487806	0	3	0.1257336415968895
Liver Diseases, Alcoholic	Hyperlipoproteinemia Type II	0.3765984007711931	0	3	0.12573135644186006
Craniocerebral Trauma	Herpes Simplex	0.4231929491665426	0	1	0.12571808575443227
Skin Neoplasms	Neurofibromatoses	0.4231854638462438	0	1	0.12571166196695255
Multiple Myeloma	Frasier Syndrome	0.4231827674884261	0	1	0.12570934799388273
Histiocytoma	Splenomegaly	0.3998698810069921	0	2	0.12570258511428228
Pigmentation Disorders	Neurofibromatosis 2	0.3998624419517063	0	2	0.1256962010307296
Spinal Cord Diseases	Neural Tube Defects	0.3998540224376204	0	2	0.12568897553241942
Osteoporosis	Arthritis, Psoriatic	0.3532410034774485	0	4	0.12568639506340853
Glomerulonephritis	Acute Kidney Injury	0.3299040613823429	0	5	0.1256589880238052
Abnormalities, Multiple	Lead Poisoning	0.3764750939381178	0	3	0.12562553640225504
Lead Poisoning	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0.3997785985845322	0	2	0.12562424793442745
Bone Resorption	Legg-Perthes Disease	0.3764652738647048	0	3	0.12561710896533554
Developmental Disabilities	Synostosis	0.3997596027357592	0	2	0.12560794598733052
Intestinal Perforation	Budd-Chiari Syndrome	0.3997592352695272	0	2	0.12560763063342634
Liver Cirrhosis	Hyperlipoproteinemias	0.3764400503378556	0	3	0.1255954625200933
Leukemia	Legionnaires' Disease	0.42304805742228	0	1	0.1255937418739359
Pancreatic Neoplasms	Eosinophilia	0.3764354394684349	0	3	0.12559150554242593
Osteoporosis	Dwarfism, Pituitary	0.3764260965920265	0	3	0.1255834876286826
HIV Infections	Primary Myelofibrosis	0.3764207632614338	0	3	0.12557891064587906
Thromboembolism	Diabetes Mellitus	0.3997075194260212	0	2	0.12556324888692025
Drug Eruptions	Myeloproliferative Disorders	0.3530942486411972	0	4	0.12556045230584167
Hypothyroidism	Substance-Related Disorders	0.3997004273584551	0	2	0.12555716258292554
Cerebellar Diseases	Tremor	0.3530518551024125	0	4	0.1255240708187715
Encephalitis, Herpes Simplex	Seizures	0.3996532560969822	0	2	0.12551668092726392
Cerebellar Diseases	Prion Diseases	0.3763418925528308	0	3	0.12551122500916378
Pulmonary Alveolar Proteinosis	Respiration Disorders	0.3530275106642742	0	4	0.12550317879402553
Leukemia, Lymphoid	Hemophilia A	0.3763289501937967	0	3	0.1255001180744432
Lymphoma, Follicular	Immunologic Deficiency Syndromes	0.3530144801907195	0	4	0.12549199624077007
Carpal Tunnel Syndrome	Nail Diseases	0.3763071424694815	0	3	0.12548140301873073
Dwarfism	Pelger-Huet Anomaly	0.4228941077857355	0	1	0.125461624648718
Aortic Aneurysm	Isolated Noncompaction of the Ventricular Myocardium	0.3529779291719745	0	4	0.12546062871510474
Ataxia	Telangiectasis	0.4228631572844922	0	1	0.125435063401578
Leukemia, Lymphoid	Lymphoma, Follicular	0.3995568589986034	0	2	0.12543395441070482
Ischemic Attack, Transient	Neurotoxicity Syndromes	0.3995367685614285	0	2	0.1254167131045703
Dental Enamel Hypoplasia	Stereotypic Movement Disorder	0.4228295041089988	0	1	0.12540618276070248
Calcinosis	Ossification, Heterotopic	0.4228108831576568	0	1	0.12539020254485111
Craniocerebral Trauma	Hyponatremia	0.4227904876715598	0	1	0.1253726994503938
Intestinal Neoplasms	Ovarian Hyperstimulation Syndrome	0.3994616794403836	0	2	0.1253522727685021
Acquired Immunodeficiency Syndrome	Leukemia, Myeloid, Acute	0.3761202415552366	0	3	0.12532100751059597
Developmental Disabilities	Spastic Paraplegia, Hereditary	0.4227277877984043	0	1	0.12531889137751523
Primary Ovarian Insufficiency	Pituitary ACTH Hypersecretion	0.3994210259304165	0	2	0.12531738454756977
Stomach Ulcer	Budd-Chiari Syndrome	0.3527850048064508	0	4	0.12529506397314094
Primary Ovarian Insufficiency	Eye Diseases, Hereditary	0.3760818489740105	0	3	0.12528805958415457
Huntington Disease	Spinocerebellar Degenerations	0.3760684670667588	0	3	0.1252765754358714
Papilloma	Chondrosarcoma, Mesenchymal	0.4226475826484239	0	1	0.1252500605436046
Lymphoma	Leukemia, T-Cell	0.3760348812315512	0	3	0.1252477525854
Hypothyroidism	Chromosome Disorders	0.399337653982742	0	2	0.1252458360162773
Myopathies, Structural, Congenital	Myotonic Disorders	0.4226405371027392	0	1	0.12524401416397746
Hyperlipidemias	Kidney Neoplasms	0.3760298765052809	0	3	0.12524345760580374
Mucositis	Malnutrition	0.3760256992978633	0	3	0.12523987279023963
Sarcoma, Ewing's	Sarcoma	0.3993074684430145	0	2	0.12521993124741904
Leukemia, Promyelocytic, Acute	Pulmonary Veno-Occlusive Disease	0.4225994179515943	0	1	0.1252087263369029
Retinitis Pigmentosa	Fibromatosis, Gingival	0.3759621345958769	0	3	0.12518532253447584
Drug Hypersensitivity	Pelger-Huet Anomaly	0.3759607347268526	0	3	0.12518412118827388
Carotid Artery Diseases	Cranial Nerve Diseases	0.3992510647157298	0	2	0.12517152643070062
Behcet Syndrome	Intracranial Aneurysm	0.35262902305042	0	4	0.12516120281403748
Hemorrhagic Disorders	Hemorrhage	0.3526200362285141	0	4	0.12515349046082652
Cysts	Hemangiosarcoma	0.3293142294101694	0	5	0.12515280323988837
Hyponatremia	Glioblastoma	0.3992285207931846	0	2	0.1251521795809188
Exocrine Pancreatic Insufficiency	Adenomatous Polyposis Coli	0.3526051132908805	0	4	0.12514068382382168
Multiple Sclerosis	Polyendocrinopathies, Autoimmune	0.4225024109557702	0	1	0.1251254764156775
Gerstmann-Straussler-Scheinker Disease	Multiple System Atrophy	0.3758852304109829	0	3	0.1251193245383526
Spinal Cord Diseases	Arthrogryposis	0.3991856775748186	0	2	0.12511541218570454
Lung Neoplasms	Lymphoma, Large B-Cell, Diffuse	0.3991700562292359	0	2	0.1251020061856718
Cysts	Carcinoma, Papillary	0.3758631454511154	0	3	0.12510037156332626
Leukemia, Myeloid	Myeloproliferative Disorders	0.3525576803005142	0	4	0.12509997755642382
Neurocutaneous Syndromes	Limb Deformities, Congenital	0.3758559406935545	0	3	0.12509418855050025
Metabolic Diseases	Pseudopseudohypoparathyroidism	0.3758447756060719	0	3	0.1250846068430625
Joint Diseases	Staphylococcal Infections	0.3991465001116783	0	2	0.1250817906856
Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Arthritis, Psoriatic	0.3758229685339451	0	3	0.12506589234704818
Fetal Growth Retardation	Dwarfism, Pituitary	0.3292054126012085	0	5	0.1250594183175224
Coronary Disease	Thrombosis	0.3525036089626989	0	4	0.12505357436070136
Muscular Atrophy	Glycogen Storage Disease	0.3757859426959212	0	3	0.12503411733873454
Mental Retardation, X-Linked	Pyruvate Dehydrogenase Complex Deficiency Disease	0.3757851101092438	0	3	0.12503340282557274
Marfan Syndrome	Hypercalcemia	0.4223917746788443	0	1	0.12503053005371156
Vitiligo	Nephritis, Hereditary	0.3524763418716994	0	4	0.1250301741599378
Leprosy	Hereditary Sensory and Autonomic Neuropathies	0.3524527733351866	0	4	0.12500994800210846
Metabolic Syndrome X	Thromboembolism	0.3757535043954546	0	3	0.12500627928503966
Substance Withdrawal Syndrome	Lissencephaly	0.4223574450695283	0	1	0.12500106890766766
Amino Acid Metabolism, Inborn Errors	Pterygium	0.4223407398272467	0	1	0.12498673272405343
Syndactyly	Klippel-Feil Syndrome	0.3290909772579339	0	5	0.12496121165487838
Burkitt Lymphoma	Lymphoma, Follicular	0.399003321743882	0	2	0.12495891719860086
Memory Disorders	Depressive Disorder, Major	0.4223058892121657	0	1	0.12495682445882475
Arthritis, Juvenile Rheumatoid	Conjunctivitis	0.3989776138192338	0	2	0.12493685505057074
Cardiomyopathies	Hypertension	0.352337100639456	0	4	0.12491067946249759
Bone Resorption	Lipomatosis	0.3756383345824821	0	3	0.12490744231172606
Polycythemia Vera	Warts	0.3756314896022773	0	3	0.12490156805432849
Neuromuscular Diseases	Spastic Paraplegia, Hereditary	0.3756142604612508	0	3	0.12488678226881834
Head and Neck Neoplasms	Cluster Headache	0.3989169485766444	0	2	0.12488479306654804
Depressive Disorder	Amphetamine-Related Disorders	0.3289852458885744	0	5	0.1248704746096225
AIDS-Related Opportunistic Infections	Water-Electrolyte Imbalance	0.4221759834288052	0	1	0.12484534130093898
Lymphoma	Intestinal Neoplasms	0.352255427772888	0	4	0.1248405890566431
Muscular Dystrophies	Craniofacial Dysostosis	0.3988574671946838	0	2	0.12483374705362361
Carcinoma, Adenoid Cystic	Respiratory System Abnormalities	0.3522312045261567	0	4	0.12481980103651041
Anodontia	Jaw Abnormalities	0.3755329854384033	0	3	0.12481703328636441
Leiomyoma	Uterine Cervical Neoplasms	0.3755236455992615	0	3	0.12480901797915685
Sarcoma	Pulmonary Emphysema	0.3755148046373828	0	3	0.12480143080079198
Cytomegalovirus Infections	Arthritis, Juvenile Rheumatoid	0.3988056437087046	0	2	0.12478927292999221
Hypercholesterolemia	Hypertension, Pregnancy-Induced	0.3521955705572934	0	4	0.12478922050903798
Skin Abnormalities	Neurofibromatosis 1	0.398804637908574	0	2	0.12478840976769213
Colorectal Neoplasms	Hematologic Neoplasms	0.305570270757368	0	6	0.12477610081104286
Meningioma	Lymphoma, B-Cell	0.4220479764107285	0	1	0.12473548763440032
Adenocarcinoma	Communicable Diseases	0.3754352517846715	0	3	0.12473315975842844
WAGR Syndrome	Hypertelorism	0.4220038906636114	0	1	0.12469765392000186
Cerebral Infarction	Lymphoma, B-Cell	0.3753527267846099	0	3	0.12466233806463319
Testicular Diseases	Warts	0.3753298000993412	0	3	0.1246426627337319
Piebaldism	Williams Syndrome	0.3986195150032659	0	2	0.124629540119653
Eosinophilia	Blood Protein Disorders	0.4219218538651413	0	1	0.12462725119335111
Myxoma	Aortic Stenosis, Supravalvular	0.4219052903709026	0	1	0.12461303665574096
Diabetes Mellitus, Type 1	Pre-Eclampsia	0.3519509295198037	0	4	0.12457927330959645
Fatty Liver	Tobacco Use Disorder	0.3752534900246568	0	3	0.12457717459391056
Aortic Aneurysm	Hemorrhage	0.3985507643261448	0	2	0.12457053933928759
Inflammation	Bardet-Biedl Syndrome	0.4218258172710038	0	1	0.12454483405602222
Pigmentation Disorders	Spasms, Infantile	0.3985201244420397	0	2	0.1245442446590284
Dyskeratosis Congenita	Maple Syrup Urine Disease	0.4218135309856572	0	1	0.12453429015371324
Autoimmune Diseases	Hemangioma	0.421808936724619	0	1	0.1245303474291059
Pigmentation Disorders	Fragile X Syndrome	0.4217985727628972	0	1	0.12452145323555218
Pyoderma Gangrenosum	Intestinal Polyps	0.3984925904677239	0	2	0.12452061542308165
Penile Diseases	Scleroderma, Localized	0.3984893494619636	0	2	0.12451783404147157
Spinocerebellar Ataxias	Dystonia Musculorum Deformans	0.3751794960821303	0	3	0.12451367412330888
Carcinoma, Renal Cell	AIDS-Related Opportunistic Infections	0.3751645021276253	0	3	0.1245008065407104
Hypertension	Lupus Nephritis	0.3751634067462082	0	3	0.12449986650111931
Melanoma	Conjunctivitis	0.3984634918548716	0	2	0.12449564343825582
Leukemia, Myeloid, Acute	Pheochromocytoma	0.3984625158534948	0	2	0.12449480584879079
Liver Cirrhosis	Precancerous Conditions	0.3285408298251531	0	5	0.12448908353615604
Exanthema	Granulomatous Disease, Chronic	0.3751373501958316	0	3	0.12447750516781725
Polycystic Kidney Diseases	Dwarfism, Pituitary	0.3751356830881283	0	3	0.12447607448146522
Liposarcoma	Fallopian Tube Neoplasms	0.3984389748251578	0	2	0.1244746032980575
Anemia, Sickle Cell	Chondrosarcoma	0.3751318748962911	0	3	0.12447280634943242
Cataract	Fibrous Dysplasia of Bone	0.3285160499730158	0	5	0.12446781784577074
Joint Diseases	Osteitis Deformans	0.398427191474759	0	2	0.12446449100683422
Pneumonia	Hemorrhage	0.398419808119025	0	2	0.12445815472378562
Osteochondrodysplasias	Diffuse Cerebral Sclerosis of Schilder	0.4217200377880135	0	1	0.1244540557203837
Neoplasms, Experimental	Carcinoma, Renal Cell	0.3284900683988316	0	5	0.12444552085589107
Demyelinating Diseases	Muscular Atrophy, Spinal	0.3750758989872478	0	3	0.12442476867979033
Microcephaly	Incontinentia Pigmenti	0.3983685779402899	0	2	0.1244141897673634
Pigmentation Disorders	Osteopetrosis	0.3750473274430768	0	3	0.12440024901725137
Folic Acid Deficiency	Noonan Syndrome	0.3750435984387331	0	3	0.12439704884271525
Cryptorchidism	Ichthyosis, X-Linked	0.3983360191606898	0	2	0.12438624832031747
Metabolism, Inborn Errors	Hereditary Sensory and Autonomic Neuropathies	0.398327793019262	0	2	0.12437918877146707
Carcinoma, Basal Cell	Mandibulofacial Dysostosis	0.3983105547912809	0	2	0.12436439518767138
Headache	Carotid Artery, Internal, Dissection	0.3516988695150552	0	4	0.12436295926583998
Lymphatic Diseases	Hypoproteinemia	0.3749719573856801	0	3	0.12433556758589977
Burkitt Lymphoma	Pancreatic Diseases	0.3982673862615956	0	2	0.12432734861525474
Acromegaly	Polycystic Kidney Diseases	0.3516558926208377	0	4	0.12432607715205299
Psoriasis	Xanthomatosis	0.3982358576436964	0	2	0.12430029123723624
Rectal Neoplasms	Polyendocrinopathies, Autoimmune	0.3982165685040792	0	2	0.12428373759241924
Thrombocytosis	Splenomegaly	0.3981915967713365	0	2	0.12426230723303092
Lung Neoplasms	Arsenic Poisoning	0.3515772134260165	0	4	0.12425855586953832
Glaucoma, Open-Angle	Retinitis Pigmentosa	0.3515382692252751	0	4	0.1242251345516595
Dermoid Cyst	Migraine Disorders	0.3981404610197558	0	2	0.12421842331254945
Optic Neuropathy, Ischemic	Vitreoretinopathy, Proliferative	0.3515157632842078	0	4	0.1242058202970015
Neoplasm Metastasis	Skin Ulcer	0.4214007692167094	0	1	0.1241800643119806
Macular Degeneration	Corneal Dystrophies, Hereditary	0.3514730388961246	0	4	0.12416915488011981
Rectal Neoplasms	Anus Diseases	0.3514665548297409	0	4	0.12416359035344751
Obsessive-Compulsive Disorder	Schizophrenia	0.3514615095897253	0	4	0.12415926060557424
Pancreatic Neoplasms	Addison Disease	0.3747604000031054	0	3	0.1241540122734775
Esophageal Neoplasms	Schistosomiasis mansoni	0.3980558328105892	0	2	0.12414579667684433
Syndactyly	Williams Syndrome	0.3980228867603596	0	2	0.12411752288006296
Osteoarthritis	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0.3980161110633546	0	2	0.12411170808044858
Pigmentation Disorders	Nephritis, Hereditary	0.4212827952399592	0	1	0.12407882084816997
Hypocalcemia	Metal Metabolism, Inborn Errors	0.3979523855586785	0	2	0.1240570198262741
Neurotoxicity Syndromes	Acidosis, Lactic	0.3746416639846666	0	3	0.12405211483713623
Skin Neoplasms	Hypersensitivity	0.3746375052205753	0	3	0.1240485458493529
Burns	Cardiomegaly	0.3746171223604271	0	3	0.12403105359029189
Hallermann's Syndrome	Periventricular Nodular Heterotopia	0.4211800752310886	0	1	0.12399066810646199
Hemochromatosis	Cholangitis, Sclerosing	0.3745567233249156	0	3	0.12397922006111488
Kidney Neoplasms	Mucocutaneous Lymph Node Syndrome	0.4211359923194427	0	1	0.12395283682542163
Syndactyly	Mental Retardation, X-Linked	0.3512077283280809	0	4	0.12394146940545629
Leukemia, Promyelocytic, Acute	Liposarcoma	0.3745098996977214	0	3	0.12393903673987826
Carcinoma, Squamous Cell	Granulomatous Disease, Chronic	0.3978017993902975	0	2	0.12392778907802907
Blepharophimosis	Periventricular Nodular Heterotopia	0.4211006584264963	0	1	0.12392251381851492
Adenomatous Polyposis Coli	Lipid Metabolism, Inborn Errors	0.4210994279730055	0	1	0.12392145786213453
Eye Abnormalities	Congenital Disorders of Glycosylation	0.3977903601295374	0	2	0.12391797207927488
Cleft Lip	Chromosome Disorders	0.3744800634641295	0	3	0.12391343174020697
Parkinsonian Disorders	Sea-Blue Histiocyte Syndrome	0.4210727169939394	0	1	0.12389853490813298
Myxoma	alpha 1-Antitrypsin Deficiency	0.4210695329137514	0	1	0.12389580237917901
Carcinoma, Basal Cell	Pruritus	0.4210657812834983	0	1	0.12389258278743326
Lung Diseases	Acidosis, Lactic	0.3744453303137483	0	3	0.1238836242813884
Eosinophilia	Entamoebiasis	0.3511340317257478	0	4	0.12387822410766425
Kidney Diseases	Acute Kidney Injury	0.327827707511289	0	5	0.12387709286528852
Sarcoidosis	Bronchiectasis	0.374414945303656	0	3	0.12385754833011157
Pheochromocytoma	Thromboembolism	0.397715853955522	0	2	0.12385403201943804
Precursor Cell Lymphoblastic Leukemia-Lymphoma	Lymphatic Metastasis	0.3977040816926916	0	2	0.12384392924339649
Primary Myelofibrosis	Immune Complex Diseases	0.3743896322141061	0	3	0.12383582502352841
Myxoma	Sarcoma	0.4209870006992955	0	1	0.12382497449410086
Pulmonary Valve Stenosis	Nails, Malformed	0.3510604152921941	0	4	0.12381504760949344
Psoriasis	Genital Diseases, Male	0.3743553099738243	0	3	0.12380637020147706
Astrocytoma	Classical Lissencephalies and Subcortical Band Heterotopias	0.4209652241030538	0	1	0.12380628615202537
Heart Septal Defects, Atrial	Cardiomyopathy, Hypertrophic, Familial	0.3277305368215912	0	5	0.12379370246448256
Dyskeratosis Congenita	Hand Deformities, Congenital	0.420926549450644	0	1	0.12377309615640512
